diakid	datum	ertek	tipus	targyid
225	2010.11.08	4	témazáró dolgozat	11
298	2010.11.08	5	témazáró dolgozat	11
254	2010.11.08	4	témazáró dolgozat	11
255	2010.11.08	3	témazáró dolgozat	11
228	2010.11.08	5	témazáró dolgozat	11
293	2010.11.08	5	témazáró dolgozat	11
305	2010.11.08	4	témazáró dolgozat	11
248	2010.11.08	3	témazáró dolgozat	11
279	2010.11.08	5	témazáró dolgozat	11
274	2010.11.08	4	témazáró dolgozat	11
236	2010.11.08	3	témazáró dolgozat	11
245	2010.11.08	4	témazáró dolgozat	11
237	2010.11.08	2	témazáró dolgozat	11
257	2010.11.08	4	témazáró dolgozat	11
314	2010.11.08	1	témazáró dolgozat	11
315	2010.11.08	1	témazáró dolgozat	11
311	2010.11.08	4	témazáró dolgozat	11
215	2010.11.08	2	témazáró dolgozat	11
259	2010.11.08	3	témazáró dolgozat	11
213	2010.11.08	4	témazáró dolgozat	11
260	2010.11.08	5	témazáró dolgozat	11
301	2010.11.08	4	témazáró dolgozat	11
306	2010.11.08	1	témazáró dolgozat	11
261	2010.11.08	5	témazáró dolgozat	11
241	2010.11.08	4	témazáró dolgozat	11
220	2010.11.08	5	témazáró dolgozat	11
242	2010.11.08	1	témazáró dolgozat	11
214	2010.11.08	5	témazáró dolgozat	11
313	2010.11.08	5	szóbeli felelet	6
396	2010.11.08	5	témazáró dolgozat	11
422	2010.11.08	4	témazáró dolgozat	11
352	2010.11.08	5	témazáró dolgozat	11
384	2010.11.08	4	témazáró dolgozat	11
415	2010.11.08	2	témazáró dolgozat	11
357	2010.11.08	4	témazáró dolgozat	11
370	2010.11.08	2	témazáró dolgozat	11
345	2010.11.08	5	témazáró dolgozat	11
423	2010.11.08	3	témazáró dolgozat	11
329	2010.11.08	5	témazáró dolgozat	11
388	2010.11.08	1	témazáró dolgozat	11
354	2010.11.08	4	témazáró dolgozat	11
353	2010.11.08	3	témazáró dolgozat	11
409	2010.11.08	5	témazáró dolgozat	11
347	2010.11.08	3	témazáró dolgozat	11
339	2010.11.08	2	témazáró dolgozat	11
424	2010.11.08	3	témazáró dolgozat	11
360	2010.11.08	5	témazáró dolgozat	11
365	2010.11.08	4	témazáró dolgozat	11
398	2010.11.08	5	témazáró dolgozat	11
366	2010.11.08	4	témazáró dolgozat	11
363	2010.11.08	4	témazáró dolgozat	11
344	2010.11.08	3	témazáró dolgozat	11
397	2010.11.08	5	témazáró dolgozat	11
367	2010.11.08	4	témazáró dolgozat	11
324	2010.11.08	5	témazáró dolgozat	11
390	2010.11.08	3	témazáró dolgozat	11
364	2010.11.08	5	témazáró dolgozat	11
362	2010.11.08	5	témazáró dolgozat	11
368	2010.11.08	5	témazáró dolgozat	11
356	2010.11.08	4	témazáró dolgozat	11
400	2010.11.08	5	témazáró dolgozat	11
264	2010.11.08	5	szóbeli felelet	6
93	2010.11.08	1	szóbeli felelet	15
3	2010.11.08	3	szóbeli felelet	15
99	2010.11.08	4	szóbeli felelet	15
336	2010.11.08	5	szóbeli felelet	14
342	2010.11.08	4	szóbeli felelet	14
419	2010.11.08	4	szóbeli felelet	14
399	2010.11.08	5	szóbeli felelet	14
403	2010.11.08	4	szóbeli felelet	14
377	2010.11.08	5	szóbeli felelet	14
278	2010.11.08	5	szóbeli felelet	14
277	2010.11.08	5	szóbeli felelet	14
402	2010.11.08	5	röpdolgozat	2
374	2010.11.08	5	röpdolgozat	2
338	2010.11.08	5	röpdolgozat	2
376	2010.11.08	5	röpdolgozat	2
337	2010.11.08	5	röpdolgozat	2
371	2010.11.08	4	röpdolgozat	2
335	2010.11.08	5	röpdolgozat	2
322	2010.11.08	4	röpdolgozat	2
320	2010.11.08	5	röpdolgozat	2
385	2010.11.08	5	röpdolgozat	2
325	2010.11.08	4	szóbeli felelet	2
418	2010.11.08	3	szóbeli felelet	2
21	2010.11.08	1	témazáró dolgozat	5
190	2010.11.08	5	szóbeli felelet	3
100	2010.11.08	5	témazáró dolgozat	3
7	2010.11.08	2	témazáró dolgozat	3
70	2010.11.08	3	témazáró dolgozat	3
13	2010.11.08	4	témazáró dolgozat	3
48	2010.11.08	5	témazáró dolgozat	3
5	2010.11.08	4	témazáró dolgozat	3
71	2010.11.08	3	témazáró dolgozat	3
78	2010.11.08	5	témazáró dolgozat	3
22	2010.11.08	3	témazáró dolgozat	3
58	2010.11.08	4	témazáró dolgozat	3
99	2010.11.08	2	témazáró dolgozat	3
75	2010.11.08	3	témazáró dolgozat	3
45	2010.11.08	4	témazáró dolgozat	3
75	2010.11.08	4	témazáró dolgozat	3
100	2010.11.08	5	témazáró dolgozat	19
7	2010.11.08	3	témazáró dolgozat	19
70	2010.11.08	4	témazáró dolgozat	19
13	2010.11.08	3	témazáró dolgozat	19
48	2010.11.08	5	témazáró dolgozat	19
5	2010.11.08	3	témazáró dolgozat	19
71	2010.11.08	5	témazáró dolgozat	19
78	2010.11.08	5	témazáró dolgozat	19
22	2010.11.08	4	témazáró dolgozat	19
58	2010.11.08	5	témazáró dolgozat	19
99	2010.11.08	3	témazáró dolgozat	19
75	2010.11.08	3	témazáró dolgozat	19
45	2010.11.08	3	témazáró dolgozat	19
100	2010.11.08	5	röpdolgozat	19
7	2010.11.08	2	röpdolgozat	19
70	2010.11.08	4	röpdolgozat	19
13	2010.11.08	4	röpdolgozat	19
48	2010.11.08	5	röpdolgozat	19
5	2010.11.08	4	röpdolgozat	19
71	2010.11.08	5	röpdolgozat	19
78	2010.11.08	5	röpdolgozat	19
22	2010.11.08	4	röpdolgozat	19
58	2010.11.08	4	röpdolgozat	19
99	2010.11.08	4	röpdolgozat	19
75	2010.11.08	4	röpdolgozat	19
45	2010.11.08	5	röpdolgozat	19
43	2010.11.09	5	szóbeli felelet	10
49	2010.11.09	5	szóbeli felelet	10
50	2010.11.09	5	szóbeli felelet	10
54	2010.11.09	5	szóbeli felelet	10
135	2010.11.09	2	szóbeli felelet	10
148	2010.11.09	1	szóbeli felelet	10
128	2010.11.09	5	témazáró dolgozat	11
128	2010.11.09	4	témazáró dolgozat	11
155	2010.11.09	4	témazáró dolgozat	11
150	2010.11.09	5	témazáró dolgozat	11
116	2010.11.09	5	témazáró dolgozat	19
277	2010.11.09	5	röpdolgozat	2
222	2010.11.09	5	röpdolgozat	2
303	2010.11.09	4	röpdolgozat	2
227	2010.11.09	5	röpdolgozat	2
285	2010.11.09	5	röpdolgozat	2
275	2010.11.09	5	röpdolgozat	2
256	2010.11.09	4	röpdolgozat	2
299	2010.11.09	5	röpdolgozat	2
267	2010.11.09	5	röpdolgozat	2
307	2010.11.09	5	röpdolgozat	2
280	2010.11.09	5	röpdolgozat	2
270	2010.11.09	5	röpdolgozat	2
264	2010.11.09	5	röpdolgozat	2
275	2010.11.09	5	röpdolgozat	2
316	2010.11.09	3	témazáró dolgozat	2
308	2010.11.09	3	témazáró dolgozat	2
313	2010.11.09	4	témazáró dolgozat	2
224	2010.11.09	3	témazáró dolgozat	2
229	2010.11.09	4	témazáró dolgozat	2
226	2010.11.09	5	témazáró dolgozat	2
227	2010.11.09	4	témazáró dolgozat	2
217	2010.11.09	5	témazáró dolgozat	2
312	2010.11.09	4	témazáró dolgozat	2
278	2010.11.09	5	házi dolgozat	2
290	2010.11.09	5	házi dolgozat	2
313	2010.11.09	5	házi dolgozat	2
227	2010.11.09	5	házi dolgozat	2
217	2010.11.09	5	házi dolgozat	2
272	2010.11.09	5	házi dolgozat	2
267	2010.11.09	5	házi dolgozat	2
277	2010.11.09	5	órai munka	2
275	2010.11.09	5	órai munka	2
242	2010.11.09	1	röpdolgozat	17
319	2010.11.09	5	szóbeli felelet	17
289	2010.11.09	4	szóbeli felelet	17
235	2010.11.09	5	szóbeli felelet	17
291	2010.11.09	5	szóbeli felelet	17
223	2010.11.09	1	szóbeli felelet	17
265	2010.11.09	5	szóbeli felelet	17
228	2010.11.09	5	szóbeli felelet	17
236	2010.11.09	5	szóbeli felelet	17
246	2010.11.09	5	szóbeli felelet	17
244	2010.11.09	5	szóbeli felelet	17
240	2010.11.09	3	szóbeli felelet	17
241	2010.11.09	5	szóbeli felelet	17
242	2010.11.09	1	szóbeli felelet	17
294	2010.11.09	5	szóbeli felelet	17
223	2010.11.09	5	röpdolgozat	17
291	2010.11.09	4	röpdolgozat	17
236	2010.11.09	3	röpdolgozat	17
334	2010.11.09	4	szóbeli felelet	12
346	2010.11.09	5	szóbeli felelet	12
421	2010.11.09	5	szóbeli felelet	12
218	2010.11.09	5	szóbeli felelet	7
251	2010.11.09	5	szóbeli felelet	7
225	2010.11.09	5	szóbeli felelet	7
254	2010.11.09	5	szóbeli felelet	7
293	2010.11.09	5	szóbeli felelet	7
305	2010.11.09	5	szóbeli felelet	7
274	2010.11.09	4	szóbeli felelet	7
274	2010.11.09	5	szóbeli felelet	7
236	2010.11.09	5	szóbeli felelet	7
257	2010.11.09	5	szóbeli felelet	7
314	2010.11.09	3	szóbeli felelet	7
214	2010.11.09	4	szóbeli felelet	7
214	2010.11.09	5	szóbeli felelet	7
216	2010.11.09	4	szóbeli felelet	7
216	2010.11.09	5	szóbeli felelet	7
295	2010.11.09	4	szóbeli felelet	7
295	2010.11.09	5	szóbeli felelet	7
252	2010.11.09	5	szóbeli felelet	7
273	2010.11.09	5	szóbeli felelet	7
153	2010.11.09	5	órai munka	12
123	2010.11.09	5	órai munka	12
156	2010.11.09	5	szóbeli felelet	6
105	2010.11.09	5	röpdolgozat	12
115	2010.11.09	3	röpdolgozat	12
198	2010.11.09	4	röpdolgozat	12
187	2010.11.09	5	röpdolgozat	12
118	2010.11.09	5	röpdolgozat	12
204	2010.11.09	5	röpdolgozat	12
203	2010.11.09	5	röpdolgozat	12
194	2010.11.09	5	röpdolgozat	12
145	2010.11.09	5	röpdolgozat	12
183	2010.11.09	5	röpdolgozat	12
207	2010.11.09	4	röpdolgozat	12
211	2010.11.09	5	röpdolgozat	12
122	2010.11.09	5	röpdolgozat	12
187	2010.11.09	5	órai munka	17
163	2010.11.09	5	órai munka	17
163	2010.11.09	5	órai munka	17
154	2010.11.09	4	röpdolgozat	14
96	2010.11.09	4	témazáró dolgozat	14
307	2010.11.09	5	röpdolgozat	13
222	2010.11.09	5	röpdolgozat	13
313	2010.11.09	5	röpdolgozat	13
298	2010.11.09	5	röpdolgozat	13
229	2010.11.09	5	röpdolgozat	13
245	2010.11.09	5	röpdolgozat	13
238	2010.11.09	5	röpdolgozat	13
220	2010.11.09	5	röpdolgozat	13
245	2010.11.09	5	órai munka	13
384	2010.11.09	5	órai munka	5
384	2010.11.09	5	órai munka	5
357	2010.11.09	5	órai munka	5
345	2010.11.09	5	órai munka	5
409	2010.11.09	5	órai munka	5
353	2010.11.09	5	órai munka	5
17	2010.11.09	5	órai munka	13
105	2010.11.09	4	témazáró dolgozat	13
105	2010.11.09	5	témazáró dolgozat	13
105	2010.11.09	5	témazáró dolgozat	13
205	2010.11.09	3	témazáró dolgozat	13
205	2010.11.09	4	témazáró dolgozat	13
108	2010.11.09	4	témazáró dolgozat	13
128	2010.11.09	4	témazáró dolgozat	13
128	2010.11.09	5	témazáró dolgozat	13
183	2010.11.09	4	témazáró dolgozat	13
183	2010.11.09	5	témazáró dolgozat	13
155	2010.11.09	4	témazáró dolgozat	13
155	2010.11.09	5	témazáró dolgozat	13
129	2010.11.09	5	témazáró dolgozat	13
103	2010.11.09	5	témazáró dolgozat	13
160	2010.11.09	3	témazáró dolgozat	13
150	2010.11.09	5	témazáró dolgozat	13
193	2010.11.09	4	témazáró dolgozat	13
193	2010.11.09	5	témazáró dolgozat	13
172	2010.11.09	5	témazáró dolgozat	13
262	2010.11.09	4	röpdolgozat	13
263	2010.11.09	5	röpdolgozat	13
297	2010.11.09	4	röpdolgozat	13
251	2010.11.09	4	röpdolgozat	13
253	2010.11.09	5	röpdolgozat	13
308	2010.11.09	3	röpdolgozat	13
308	2010.11.09	4	röpdolgozat	13
274	2010.11.09	5	röpdolgozat	13
257	2010.11.09	5	röpdolgozat	13
266	2010.11.09	5	röpdolgozat	13
272	2010.11.09	5	röpdolgozat	13
267	2010.11.09	5	röpdolgozat	13
268	2010.11.09	5	röpdolgozat	13
402	2010.11.09	5	röpdolgozat	13
329	2010.11.09	5	röpdolgozat	13
338	2010.11.09	3	röpdolgozat	13
388	2010.11.09	1	röpdolgozat	13
398	2010.11.09	4	röpdolgozat	13
335	2010.11.09	3	röpdolgozat	13
397	2010.11.09	4	röpdolgozat	13
362	2010.11.09	5	röpdolgozat	13
141	2010.11.09	5	témazáró dolgozat	5
187	2010.11.09	5	témazáró dolgozat	5
127	2010.11.09	5	témazáró dolgozat	5
194	2010.11.09	5	témazáró dolgozat	5
186	2010.11.09	4	témazáró dolgozat	5
98	2010.11.09	5	témazáró dolgozat	5
211	2010.11.09	5	témazáró dolgozat	5
122	2010.11.09	5	témazáró dolgozat	5
171	2010.11.09	5	témazáró dolgozat	5
18	2010.11.09	5	témazáró dolgozat	5
188	2010.11.09	5	témazáró dolgozat	5
182	2010.11.09	5	témazáró dolgozat	5
165	2010.11.09	5	témazáró dolgozat	5
112	2010.11.09	5	témazáró dolgozat	5
170	2010.11.09	5	témazáró dolgozat	5
150	2010.11.09	5	témazáró dolgozat	5
125	2010.11.09	5	témazáró dolgozat	5
193	2010.11.09	5	témazáró dolgozat	5
189	2010.11.09	5	témazáró dolgozat	5
109	2010.11.09	5	témazáró dolgozat	5
198	2010.11.09	4	röpdolgozat	5
204	2010.11.09	2	röpdolgozat	5
130	2010.11.09	2	röpdolgozat	5
133	2010.11.09	4	röpdolgozat	5
129	2010.11.09	4	röpdolgozat	5
161	2010.11.09	4	röpdolgozat	5
103	2010.11.09	4	röpdolgozat	5
110	2010.11.09	3	röpdolgozat	5
100	2010.11.09	4	röpdolgozat	5
84	2010.11.09	5	röpdolgozat	5
11	2010.11.09	4	röpdolgozat	5
70	2010.11.09	5	röpdolgozat	5
90	2010.11.09	5	röpdolgozat	5
32	2010.11.09	5	röpdolgozat	5
47	2010.11.09	4	röpdolgozat	5
5	2010.11.09	3	röpdolgozat	5
79	2010.11.09	5	röpdolgozat	5
86	2010.11.09	2	röpdolgozat	5
1	2010.11.09	4	röpdolgozat	5
78	2010.11.09	5	röpdolgozat	5
3	2010.11.09	3	röpdolgozat	5
27	2010.11.09	4	röpdolgozat	5
99	2010.11.09	3	röpdolgozat	5
36	2010.11.09	4	röpdolgozat	5
86	2010.11.09	4	röpdolgozat	5
3	2010.11.09	4	röpdolgozat	5
30	2010.11.09	5	röpdolgozat	5
91	2010.11.09	5	röpdolgozat	5
36	2010.11.09	5	röpdolgozat	5
100	2010.11.09	5	röpdolgozat	5
84	2010.11.09	5	röpdolgozat	5
11	2010.11.09	5	röpdolgozat	5
70	2010.11.09	4	röpdolgozat	5
90	2010.11.09	5	röpdolgozat	5
32	2010.11.09	5	röpdolgozat	5
47	2010.11.09	3	röpdolgozat	5
5	2010.11.09	5	röpdolgozat	5
79	2010.11.09	4	röpdolgozat	5
86	2010.11.09	2	röpdolgozat	5
78	2010.11.09	4	röpdolgozat	5
3	2010.11.09	5	röpdolgozat	5
30	2010.11.09	5	röpdolgozat	5
27	2010.11.09	4	röpdolgozat	5
99	2010.11.09	3	röpdolgozat	5
91	2010.11.09	3	röpdolgozat	5
36	2010.11.09	4	röpdolgozat	5
338	2010.11.10	5	röpdolgozat	5
325	2010.11.10	5	röpdolgozat	5
395	2010.11.10	3	röpdolgozat	5
337	2010.11.10	1	röpdolgozat	5
410	2010.11.10	5	röpdolgozat	5
371	2010.11.10	3	röpdolgozat	5
351	2010.11.10	3	röpdolgozat	5
412	2010.11.10	1	röpdolgozat	5
380	2010.11.10	2	röpdolgozat	5
413	2010.11.10	1	röpdolgozat	5
372	2010.11.10	5	röpdolgozat	5
385	2010.11.10	5	órai munka	5
333	2010.11.10	4	röpdolgozat	4
333	2010.11.10	4	röpdolgozat	4
333	2010.11.10	3	röpdolgozat	4
333	2010.11.10	4	szóbeli felelet	4
333	2010.11.10	3	röpdolgozat	4
396	2010.11.10	3	röpdolgozat	4
396	2010.11.10	5	röpdolgozat	4
396	2010.11.10	4	röpdolgozat	4
396	2010.11.10	3	röpdolgozat	4
422	2010.11.10	2	röpdolgozat	4
422	2010.11.10	5	röpdolgozat	4
422	2010.11.10	2	röpdolgozat	4
422	2010.11.10	4	röpdolgozat	4
422	2010.11.10	4	szóbeli felelet	4
352	2010.11.10	3	röpdolgozat	4
352	2010.11.10	4	röpdolgozat	4
352	2010.11.10	5	röpdolgozat	4
352	2010.11.10	4	röpdolgozat	4
352	2010.11.10	3	röpdolgozat	4
384	2010.11.10	5	röpdolgozat	4
384	2010.11.10	3	röpdolgozat	4
384	2010.11.10	4	röpdolgozat	4
384	2010.11.10	5	röpdolgozat	4
384	2010.11.10	5	röpdolgozat	4
415	2010.11.10	3	röpdolgozat	4
415	2010.11.10	3	röpdolgozat	4
415	2010.11.10	2	röpdolgozat	4
415	2010.11.10	4	röpdolgozat	4
415	2010.11.10	2	röpdolgozat	4
415	2010.11.10	5	röpdolgozat	4
357	2010.11.10	2	röpdolgozat	4
357	2010.11.10	3	röpdolgozat	4
357	2010.11.10	1	röpdolgozat	4
357	2010.11.10	5	röpdolgozat	4
357	2010.11.10	5	röpdolgozat	4
357	2010.11.10	3	röpdolgozat	4
370	2010.11.10	2	röpdolgozat	4
370	2010.11.10	2	röpdolgozat	4
370	2010.11.10	4	röpdolgozat	4
370	2010.11.10	3	röpdolgozat	4
370	2010.11.10	3	röpdolgozat	4
370	2010.11.10	1	röpdolgozat	4
345	2010.11.10	4	röpdolgozat	4
345	2010.11.10	4	röpdolgozat	4
345	2010.11.10	5	röpdolgozat	4
345	2010.11.10	4	röpdolgozat	4
345	2010.11.10	4	röpdolgozat	4
345	2010.11.10	3	röpdolgozat	4
423	2010.11.10	3	röpdolgozat	4
423	2010.11.10	1	röpdolgozat	4
423	2010.11.10	2	röpdolgozat	4
423	2010.11.10	3	röpdolgozat	4
423	2010.11.10	3	röpdolgozat	4
423	2010.11.10	3	röpdolgozat	4
329	2010.11.10	5	röpdolgozat	4
329	2010.11.10	5	röpdolgozat	4
329	2010.11.10	4	röpdolgozat	4
329	2010.11.10	5	röpdolgozat	4
388	2010.11.10	1	röpdolgozat	4
388	2010.11.10	1	röpdolgozat	4
388	2010.11.10	2	röpdolgozat	4
388	2010.11.10	1	röpdolgozat	4
388	2010.11.10	2	röpdolgozat	4
388	2010.11.10	3	röpdolgozat	4
354	2010.11.10	3	röpdolgozat	4
354	2010.11.10	5	röpdolgozat	4
354	2010.11.10	4	röpdolgozat	4
354	2010.11.10	5	röpdolgozat	4
354	2010.11.10	4	röpdolgozat	4
353	2010.11.10	2	röpdolgozat	4
353	2010.11.10	4	röpdolgozat	4
353	2010.11.10	3	röpdolgozat	4
353	2010.11.10	4	röpdolgozat	4
353	2010.11.10	5	röpdolgozat	4
409	2010.11.10	4	röpdolgozat	4
409	2010.11.10	4	röpdolgozat	4
409	2010.11.10	2	röpdolgozat	4
409	2010.11.10	2	röpdolgozat	4
409	2010.11.10	5	röpdolgozat	4
347	2010.11.10	2	röpdolgozat	4
347	2010.11.10	4	röpdolgozat	4
347	2010.11.10	4	röpdolgozat	4
347	2010.11.10	4	röpdolgozat	4
347	2010.11.10	3	röpdolgozat	4
328	2010.11.10	1	röpdolgozat	4
328	2010.11.10	4	röpdolgozat	4
328	2010.11.10	5	röpdolgozat	4
328	2010.11.10	3	röpdolgozat	4
328	2010.11.10	4	röpdolgozat	4
339	2010.11.10	2	röpdolgozat	4
339	2010.11.10	5	röpdolgozat	4
339	2010.11.10	5	röpdolgozat	4
339	2010.11.10	4	röpdolgozat	4
339	2010.11.10	5	röpdolgozat	4
6	2010.11.10	5	témazáró dolgozat	20
84	2010.11.10	5	témazáró dolgozat	20
85	2010.11.10	5	témazáró dolgozat	20
76	2010.11.10	5	témazáró dolgozat	20
61	2010.11.10	5	témazáró dolgozat	20
67	2010.11.10	5	témazáró dolgozat	20
65	2010.11.10	5	témazáró dolgozat	20
194	2010.11.10	5	röpdolgozat	10
186	2010.11.10	5	röpdolgozat	10
207	2010.11.10	5	röpdolgozat	10
98	2010.11.10	5	röpdolgozat	10
122	2010.11.10	5	röpdolgozat	10
188	2010.11.10	5	röpdolgozat	10
129	2010.11.10	4	röpdolgozat	10
182	2010.11.10	5	röpdolgozat	10
165	2010.11.10	5	röpdolgozat	10
170	2010.11.10	5	röpdolgozat	10
189	2010.11.10	5	röpdolgozat	10
95	2010.11.10	5	témazáró dolgozat	20
73	2010.11.10	5	témazáró dolgozat	20
68	2010.11.10	5	témazáró dolgozat	20
33	2010.11.10	5	témazáró dolgozat	20
424	2010.11.10	3	röpdolgozat	4
424	2010.11.10	5	röpdolgozat	4
424	2010.11.10	3	röpdolgozat	4
424	2010.11.10	5	röpdolgozat	4
424	2010.11.10	4	röpdolgozat	4
360	2010.11.10	3	röpdolgozat	4
360	2010.11.10	5	röpdolgozat	4
360	2010.11.10	5	röpdolgozat	4
360	2010.11.10	5	röpdolgozat	4
360	2010.11.10	4	röpdolgozat	4
365	2010.11.10	4	röpdolgozat	4
365	2010.11.10	5	röpdolgozat	4
365	2010.11.10	1	röpdolgozat	4
365	2010.11.10	5	röpdolgozat	4
334	2010.11.10	4	röpdolgozat	4
334	2010.11.10	5	röpdolgozat	4
334	2010.11.10	4	röpdolgozat	4
334	2010.11.10	5	röpdolgozat	4
398	2010.11.10	4	röpdolgozat	4
398	2010.11.10	4	röpdolgozat	4
398	2010.11.10	2	röpdolgozat	4
398	2010.11.10	3	röpdolgozat	4
398	2010.11.10	4	röpdolgozat	4
366	2010.11.10	4	röpdolgozat	4
366	2010.11.10	2	röpdolgozat	4
366	2010.11.10	5	röpdolgozat	4
366	2010.11.10	2	röpdolgozat	4
366	2010.11.10	1	röpdolgozat	4
363	2010.11.10	4	röpdolgozat	4
363	2010.11.10	5	röpdolgozat	4
363	2010.11.10	4	röpdolgozat	4
363	2010.11.10	4	röpdolgozat	4
363	2010.11.10	4	röpdolgozat	4
344	2010.11.10	5	röpdolgozat	4
344	2010.11.10	5	röpdolgozat	4
344	2010.11.10	5	röpdolgozat	4
344	2010.11.10	2	röpdolgozat	4
344	2010.11.10	4	röpdolgozat	4
344	2010.11.10	4	röpdolgozat	4
397	2010.11.10	4	röpdolgozat	4
397	2010.11.10	4	röpdolgozat	4
397	2010.11.10	5	röpdolgozat	4
397	2010.11.10	5	röpdolgozat	4
397	2010.11.10	3	röpdolgozat	4
367	2010.11.10	4	röpdolgozat	4
367	2010.11.10	3	röpdolgozat	4
367	2010.11.10	4	röpdolgozat	4
367	2010.11.10	3	röpdolgozat	4
324	2010.11.10	5	röpdolgozat	4
324	2010.11.10	5	röpdolgozat	4
324	2010.11.10	5	röpdolgozat	4
324	2010.11.10	5	röpdolgozat	4
324	2010.11.10	5	röpdolgozat	4
390	2010.11.10	2	röpdolgozat	4
390	2010.11.10	3	röpdolgozat	4
390	2010.11.10	4	röpdolgozat	4
390	2010.11.10	4	röpdolgozat	4
390	2010.11.10	5	szóbeli felelet	4
364	2010.11.10	3	röpdolgozat	4
364	2010.11.10	4	röpdolgozat	4
364	2010.11.10	4	röpdolgozat	4
364	2010.11.10	4	röpdolgozat	4
364	2010.11.10	5	röpdolgozat	4
362	2010.11.10	3	röpdolgozat	4
362	2010.11.10	5	röpdolgozat	4
362	2010.11.10	4	röpdolgozat	4
362	2010.11.10	5	röpdolgozat	4
362	2010.11.10	4	röpdolgozat	4
362	2010.11.10	5	szóbeli felelet	4
368	2010.11.10	4	röpdolgozat	4
368	2010.11.10	5	röpdolgozat	4
368	2010.11.10	5	röpdolgozat	4
368	2010.11.10	5	röpdolgozat	4
368	2010.11.10	5	röpdolgozat	4
356	2010.11.10	2	röpdolgozat	4
356	2010.11.10	5	röpdolgozat	4
356	2010.11.10	4	röpdolgozat	4
356	2010.11.10	4	röpdolgozat	4
400	2010.11.10	1	röpdolgozat	4
400	2010.11.10	3	röpdolgozat	4
400	2010.11.10	5	röpdolgozat	4
400	2010.11.10	4	röpdolgozat	4
400	2010.11.10	5	röpdolgozat	4
333	2010.11.10	2	röpdolgozat	14
422	2010.11.10	3	röpdolgozat	14
358	2010.11.10	4	röpdolgozat	14
423	2010.11.10	5	röpdolgozat	14
391	2010.11.10	4	röpdolgozat	14
346	2010.11.10	4	röpdolgozat	14
334	2010.11.10	3	röpdolgozat	14
421	2010.11.10	3	röpdolgozat	14
390	2010.11.10	5	röpdolgozat	14
368	2010.11.10	5	röpdolgozat	14
8	2010.11.10	5	szóbeli felelet	10
19	2010.11.10	5	szóbeli felelet	10
7	2010.11.10	4	témazáró dolgozat	4
221	2010.11.10	5	röpdolgozat	4
291	2010.11.10	1	röpdolgozat	4
223	2010.11.10	1	röpdolgozat	4
225	2010.11.10	3	röpdolgozat	4
298	2010.11.10	4	röpdolgozat	4
255	2010.11.10	1	röpdolgozat	4
228	2010.11.10	5	röpdolgozat	4
293	2010.11.10	4	röpdolgozat	4
248	2010.11.10	4	röpdolgozat	4
279	2010.11.10	1	röpdolgozat	4
257	2010.11.10	3	röpdolgozat	4
314	2010.11.10	1	röpdolgozat	4
315	2010.11.10	1	röpdolgozat	4
215	2010.11.10	1	röpdolgozat	4
260	2010.11.10	1	röpdolgozat	4
301	2010.11.10	1	röpdolgozat	4
261	2010.11.10	5	röpdolgozat	4
214	2010.11.10	2	röpdolgozat	4
120	2010.11.10	5	röpdolgozat	4
426	2010.11.10	5	röpdolgozat	4
202	2010.11.10	5	szóbeli felelet	4
70	2010.11.10	5	szóbeli felelet	4
42	2010.11.10	5	szóbeli felelet	4
34	2010.11.10	5	szóbeli felelet	4
22	2010.11.10	3	szóbeli felelet	4
175	2010.11.10	5	szóbeli felelet	9
192	2010.11.10	4	szóbeli felelet	9
148	2010.11.10	4	szóbeli felelet	9
7	2010.11.10	1	szóbeli felelet	9
42	2010.11.10	5	szóbeli felelet	9
48	2010.11.10	4	szóbeli felelet	9
48	2010.11.10	5	szóbeli felelet	9
5	2010.11.10	5	szóbeli felelet	9
78	2010.11.10	4	szóbeli felelet	9
34	2010.11.10	5	szóbeli felelet	9
27	2010.11.10	5	szóbeli felelet	9
338	2010.11.10	5	órai munka	12
325	2010.11.10	5	órai munka	12
395	2010.11.10	4	órai munka	12
337	2010.11.10	4	órai munka	12
401	2010.11.10	5	órai munka	12
378	2010.11.10	5	órai munka	12
351	2010.11.10	4	órai munka	12
395	2010.11.10	5	szóbeli felelet	12
351	2010.11.10	5	szóbeli felelet	12
19	2010.11.10	5	órai munka	5
176	2010.11.10	4	röpdolgozat	15
194	2010.11.10	4	röpdolgozat	15
426	2010.11.10	5	röpdolgozat	15
119	2010.11.10	4	röpdolgozat	15
120	2010.11.10	3	röpdolgozat	15
137	2010.11.10	5	röpdolgozat	15
175	2010.11.10	5	röpdolgozat	15
192	2010.11.10	4	röpdolgozat	15
207	2010.11.10	2	röpdolgozat	15
196	2010.11.10	3	röpdolgozat	15
152	2010.11.10	4	röpdolgozat	15
136	2010.11.10	5	röpdolgozat	15
165	2010.11.10	5	röpdolgozat	15
174	2010.11.10	3	röpdolgozat	15
110	2010.11.10	3	röpdolgozat	15
131	2010.11.10	3	röpdolgozat	15
132	2010.11.10	3	röpdolgozat	15
316	2010.11.10	4	témazáró dolgozat	4
289	2010.11.10	3	témazáró dolgozat	4
307	2010.11.10	5	témazáró dolgozat	4
278	2010.11.10	5	témazáró dolgozat	4
277	2010.11.10	5	témazáró dolgozat	4
290	2010.11.10	5	témazáró dolgozat	4
281	2010.11.10	5	témazáró dolgozat	4
222	2010.11.10	5	témazáró dolgozat	4
280	2010.11.10	5	témazáró dolgozat	4
