datum	regenyid	darab
2008.12.22	34	1
2008.12.22	47	1
2008.12.22	15	1
2008.12.23	70	1
2008.12.23	16	1
2008.12.23	60	1
2008.12.23	15	1
2008.12.23	43	12
2008.12.23	39	1
2008.12.23	62	1
2008.12.23	64	1
2008.12.23	34	1
2008.12.23	6	1
2008.12.23	35	1
2008.12.23	4	1
2008.12.23	45	1
2008.12.23	42	5
2008.12.23	28	1
2008.12.23	46	1
2008.12.23	52	1
2008.12.23	71	1
2008.12.23	23	1
2008.12.23	47	1
2008.12.23	12	1
2008.12.23	11	1
2008.12.23	11	1
2008.12.23	13	1
2008.12.23	56	1
2008.12.23	23	6
2008.12.23	55	1
2008.12.23	47	1
2008.12.23	40	1
2008.12.23	34	5
2008.12.23	30	1
2008.12.23	64	1
2008.12.23	47	3
2008.12.23	53	18
2008.12.23	54	1
2008.12.23	53	1
2008.12.23	50	16
2008.12.24	43	1
2008.12.25	59	1
2008.12.25	3	1
2008.12.25	48	1
2008.12.25	68	1
2008.12.25	50	1
2008.12.25	15	1
2008.12.25	49	1
2008.12.25	70	1
2008.12.25	39	1
2008.12.25	13	1
2008.12.25	29	1
2008.12.26	68	1
2008.12.26	53	17
2008.12.26	39	1
2008.12.26	68	1
2008.12.27	6	1
2008.12.27	17	5
2008.12.27	69	13
2008.12.27	27	1
2008.12.27	42	1
2008.12.27	53	1
2008.12.27	3	1
2008.12.27	64	1
2008.12.27	50	1
2008.12.27	14	1
2008.12.27	1	13
2008.12.27	2	1
2008.12.27	25	1
2008.12.27	4	1
2008.12.28	48	1
2008.12.28	61	1
2008.12.28	17	1
2008.12.28	69	1
2008.12.28	29	1
2008.12.28	11	4
2008.12.28	23	19
2008.12.28	3	10
2008.12.28	65	11
2008.12.28	42	1
2008.12.28	1	7
2008.12.28	25	17
2008.12.28	70	1
2008.12.28	15	1
2008.12.28	53	1
2008.12.28	3	1
2008.12.28	11	1
2008.12.28	10	1
2008.12.28	30	1
2008.12.28	49	1
2008.12.28	25	1
2008.12.28	43	20
2008.12.28	41	1
2008.12.28	70	7
2008.12.28	36	12
2008.12.28	52	1
2008.12.28	3	1
2008.12.28	41	1
2008.12.28	15	1
2008.12.29	6	1
2008.12.29	47	1
2008.12.29	45	1
2008.12.29	35	4
2008.12.29	68	1
2008.12.29	17	18
2008.12.29	43	1
2008.12.29	16	1
2008.12.29	52	1
2008.12.29	2	17
2008.12.30	25	1
2008.12.30	24	10
2008.12.30	11	1
2008.12.30	12	1
2008.12.30	62	1
2008.12.31	21	1
2009.01.01	8	1
2009.01.01	42	1
2009.01.01	65	1
2009.01.01	26	5
2009.01.01	37	1
2009.01.01	69	9
2009.01.01	72	1
2009.01.01	67	1
2009.01.01	25	1
2009.01.01	21	1
2009.01.01	25	17
2009.01.01	9	1
2009.01.01	50	1
2009.01.01	11	1
2009.01.01	12	1
2009.01.01	60	1
2009.01.01	14	1
2009.01.01	61	1
2009.01.01	60	1
2009.01.01	38	17
2009.01.01	47	1
2009.01.01	11	1
2009.01.01	53	1
2009.01.01	18	1
2009.01.01	6	17
2009.01.01	52	1
2009.01.01	24	1
2009.01.01	44	1
2009.01.01	50	1
2009.01.02	32	1
2009.01.02	51	1
2009.01.02	62	15
2009.01.02	14	1
2009.01.02	24	9
2009.01.02	28	1
2009.01.03	6	2
2009.01.03	11	15
2009.01.03	36	14
2009.01.03	47	1
2009.01.03	50	1
2009.01.03	18	1
2009.01.03	63	1
2009.01.03	51	7
2009.01.03	62	1
2009.01.03	39	1
2009.01.03	56	1
2009.01.03	49	6
2009.01.03	19	1
2009.01.03	53	1
2009.01.03	53	1
2009.01.03	55	9
2009.01.03	41	1
2009.01.03	52	1
2009.01.03	62	1
2009.01.03	29	1
2009.01.03	2	1
2009.01.03	61	1
2009.01.03	33	4
2009.01.03	9	1
2009.01.03	45	1
2009.01.03	51	7
2009.01.03	38	1
2009.01.03	72	1
2009.01.03	19	1
2009.01.04	71	17
2009.01.04	59	12
2009.01.04	62	19
2009.01.04	22	13
2009.01.04	69	16
2009.01.04	69	1
2009.01.04	32	1
2009.01.04	7	1
2009.01.04	15	1
2009.01.04	23	1
2009.01.04	22	4
2009.01.04	1	1
2009.01.04	3	1
2009.01.04	28	1
2009.01.04	57	1
2009.01.04	19	1
2009.01.04	46	1
2009.01.04	69	3
2009.01.04	53	1
2009.01.04	24	1
2009.01.04	70	1
2009.01.04	58	1
2009.01.04	40	1
2009.01.04	61	1
2009.01.04	41	1
2009.01.04	12	1
2009.01.04	43	14
2009.01.04	70	17
2009.01.04	1	7
2009.01.04	50	1
2009.01.04	12	1
2009.01.04	9	1
2009.01.04	62	12
2009.01.04	42	1
2009.01.04	42	15
2009.01.04	16	1
2009.01.04	3	8
2009.01.04	48	1
2009.01.04	49	1
2009.01.04	36	1
2009.01.04	65	1
2009.01.04	54	1
2009.01.04	43	1
2009.01.04	30	4
2009.01.04	40	12
2009.01.04	51	1
2009.01.04	22	5
2009.01.04	47	1
2009.01.04	59	1
2009.01.04	27	8
2009.01.04	45	1
2009.01.04	12	2
2009.01.04	40	1
2009.01.04	35	1
2009.01.04	56	1
2009.01.04	15	1
2009.01.04	26	1
2009.01.04	15	11
2009.01.04	40	18
2009.01.04	21	7
2009.01.05	46	1
2009.01.05	62	1
2009.01.05	29	1
2009.01.05	24	1
2009.01.05	65	1
2009.01.05	58	1
2009.01.05	52	11
2009.01.05	19	10
2009.01.05	5	1
2009.01.05	54	1
2009.01.05	52	12
2009.01.05	53	1
2009.01.05	33	9
2009.01.05	38	1
2009.01.05	13	3
2009.01.05	72	1
2009.01.05	32	1
2009.01.05	19	1
2009.01.05	12	1
2009.01.05	63	16
2009.01.05	1	1
2009.01.05	27	18
2009.01.05	36	1
2009.01.06	3	1
2009.01.06	67	19
2009.01.06	11	1
2009.01.06	6	1
2009.01.06	29	1
2009.01.06	47	1
2009.01.06	7	18
2009.01.07	21	1
2009.01.07	40	1
2009.01.07	71	5
2009.01.07	33	1
2009.01.07	68	1
2009.01.07	46	1
2009.01.07	72	1
2009.01.07	45	1
2009.01.07	56	1
2009.01.07	30	17
2009.01.07	48	1
2009.01.07	39	1
2009.01.08	72	1
2009.01.08	38	1
2009.01.08	18	1
2009.01.08	51	1
2009.01.08	69	9
2009.01.08	56	1
2009.01.08	65	1
2009.01.08	25	1
2009.01.08	18	1
2009.01.08	52	1
2009.01.08	70	1
2009.01.08	6	1
2009.01.08	44	1
2009.01.08	67	1
2009.01.08	18	1
2009.01.08	56	1
2009.01.08	15	1
2009.01.08	42	1
2009.01.09	9	1
2009.01.09	55	1
2009.01.09	31	1
2009.01.09	66	1
2009.01.09	43	1
2009.01.09	25	1
2009.01.09	13	1
2009.01.09	71	1
2009.01.09	34	16
2009.01.09	30	1
2009.01.09	24	1
2009.01.09	27	13
2009.01.09	45	1
2009.01.09	50	1
2009.01.09	10	1
2009.01.09	52	1
2009.01.09	65	1
2009.01.09	17	4
2009.01.09	17	1
2009.01.09	37	1
2009.01.09	25	1
2009.01.09	15	1
2009.01.09	65	1
2009.01.10	40	1
2009.01.10	63	1
2009.01.10	8	1
2009.01.10	46	7
2009.01.10	72	1
2009.01.10	26	1
2009.01.10	58	1
2009.01.10	36	1
2009.01.10	25	1
2009.01.10	37	1
2009.01.10	55	4
2009.01.10	41	1
2009.01.10	57	1
2009.01.10	70	1
2009.01.10	71	1
2009.01.10	56	1
2009.01.10	36	20
2009.01.10	42	8
2009.01.10	22	1
2009.01.10	24	3
2009.01.10	33	17
2009.01.10	71	1
2009.01.10	65	1
2009.01.10	13	14
2009.01.10	48	5
2009.01.10	53	1
2009.01.10	17	1
2009.01.10	58	15
2009.01.10	22	1
2009.01.10	29	1
2009.01.10	56	11
2009.01.11	43	1
2009.01.12	47	12
2009.01.12	13	1
2009.01.12	11	1
2009.01.12	56	1
2009.01.12	59	1
2009.01.12	50	1
2009.01.12	36	1
2009.01.12	14	1
2009.01.12	64	1
2009.01.12	32	1
2009.01.12	23	1
2009.01.12	26	1
2009.01.12	41	13
2009.01.12	36	12
2009.01.12	18	1
2009.01.12	23	1
2009.01.12	70	1
2009.01.12	68	1
2009.01.12	54	1
2009.01.12	19	1
2009.01.12	46	1
2009.01.12	28	1
2009.01.12	2	1
2009.01.12	62	1
2009.01.12	12	1
2009.01.12	59	1
2009.01.12	37	1
2009.01.12	18	1
2009.01.12	16	1
2009.01.12	51	1
2009.01.12	34	17
2009.01.12	38	14
2009.01.12	51	1
2009.01.12	10	7
2009.01.12	17	1
2009.01.12	63	1
2009.01.12	44	13
2009.01.12	16	1
2009.01.12	59	10
2009.01.12	6	1
2009.01.13	30	1
2009.01.13	18	1
2009.01.13	3	1
2009.01.13	11	1
2009.01.13	12	1
2009.01.13	63	18
2009.01.13	28	1
2009.01.13	8	1
2009.01.13	62	1
2009.01.13	40	5
2009.01.13	44	1
2009.01.13	65	1
2009.01.13	58	1
2009.01.13	30	6
2009.01.13	38	1
2009.01.13	41	1
2009.01.13	18	1
2009.01.13	27	1
2009.01.13	36	1
2009.01.13	38	1
2009.01.13	24	17
2009.01.13	62	1
2009.01.13	54	1
2009.01.13	31	2
2009.01.13	34	1
2009.01.13	42	1
2009.01.13	57	1
2009.01.13	30	1
2009.01.13	20	1
2009.01.13	4	10
2009.01.13	13	1
2009.01.13	1	1
2009.01.13	18	17
2009.01.13	39	14
2009.01.13	31	1
2009.01.13	32	1
2009.01.13	11	20
2009.01.14	31	1
2009.01.14	65	1
2009.01.15	23	1
2009.01.15	27	1
2009.01.15	21	1
2009.01.15	47	1
2009.01.15	46	13
2009.01.15	11	1
2009.01.16	46	1
2009.01.16	48	1
2009.01.16	13	1
2009.01.16	24	1
2009.01.16	2	1
2009.01.16	63	18
2009.01.16	45	1
2009.01.16	68	1
2009.01.16	20	1
2009.01.16	61	1
2009.01.16	11	2
2009.01.16	23	1
2009.01.16	21	1
2009.01.16	59	1
2009.01.16	18	1
2009.01.16	17	1
2009.01.16	47	17
2009.01.16	10	1
2009.01.16	55	1
2009.01.16	63	1
2009.01.16	7	1
2009.01.16	5	1
2009.01.16	58	1
2009.01.16	61	1
2009.01.16	35	1
2009.01.16	4	1
2009.01.16	56	1
2009.01.16	64	1
2009.01.16	5	1
2009.01.17	53	1
2009.01.17	30	1
2009.01.17	2	1
2009.01.17	44	1
2009.01.17	66	6
2009.01.18	9	4
2009.01.18	55	1
2009.01.18	7	16
2009.01.18	10	1
2009.01.18	30	1
2009.01.18	64	1
2009.01.18	12	1
2009.01.18	54	1
2009.01.18	41	20
2009.01.18	4	1
2009.01.18	23	9
2009.01.18	44	1
2009.01.18	14	1
2009.01.18	69	10
2009.01.18	20	1
2009.01.18	30	13
2009.01.18	62	1
2009.01.18	28	1
2009.01.18	20	1
2009.01.18	27	1
2009.01.18	71	1
2009.01.18	38	1
2009.01.18	72	1
2009.01.18	10	1
2009.01.18	72	1
2009.01.18	31	1
2009.01.18	41	1
2009.01.18	58	1
2009.01.18	30	1
2009.01.18	48	1
2009.01.18	17	1
2009.01.18	60	1
2009.01.18	46	1
2009.01.18	32	1
2009.01.18	22	19
2009.01.18	2	1
2009.01.18	45	1
2009.01.18	39	1
2009.01.18	33	9
2009.01.18	4	1
2009.01.18	23	1
2009.01.18	6	1
2009.01.18	41	5
2009.01.18	50	1
2009.01.18	27	1
2009.01.18	36	13
2009.01.18	12	1
2009.01.18	50	1
2009.01.18	24	1
2009.01.18	14	1
2009.01.18	4	1
2009.01.18	41	1
2009.01.18	5	1
2009.01.18	46	1
2009.01.18	15	8
2009.01.18	56	1
2009.01.18	17	1
2009.01.18	35	1
2009.01.18	11	1
2009.01.18	33	1
2009.01.18	37	1
2009.01.18	18	3
2009.01.18	36	1
2009.01.18	24	1
2009.01.18	6	1
2009.01.18	34	1
2009.01.18	61	1
2009.01.18	58	1
2009.01.18	52	1
2009.01.18	24	1
2009.01.18	57	1
2009.01.19	9	1
2009.01.19	48	1
2009.01.19	1	3
2009.01.19	37	1
2009.01.19	28	1
2009.01.19	10	6
2009.01.20	28	1
2009.01.20	64	1
2009.01.20	39	7
2009.01.21	70	1
2009.01.21	39	1
2009.01.21	63	1
2009.01.21	36	1
2009.01.21	10	1
2009.01.21	40	9
2009.01.21	2	1
2009.01.21	34	1
2009.01.21	18	1
2009.01.21	62	1
2009.01.21	51	1
2009.01.21	20	1
2009.01.21	40	1
2009.01.21	52	1
2009.01.21	17	1
2009.01.21	59	1
2009.01.21	12	10
2009.01.21	53	4
2009.01.21	60	1
2009.01.21	16	1
2009.01.21	36	1
2009.01.21	41	1
2009.01.21	24	1
2009.01.21	32	1
2009.01.21	72	1
2009.01.21	14	1
2009.01.21	46	4
2009.01.21	23	1
2009.01.21	17	20
2009.01.21	58	10
2009.01.21	47	1
2009.01.21	13	1
2009.01.21	65	5
2009.01.21	24	1
2009.01.21	69	1
2009.01.21	26	1
2009.01.21	1	1
2009.01.21	31	1
2009.01.21	26	1
2009.01.21	68	1
2009.01.21	39	20
2009.01.21	69	1
2009.01.21	2	1
2009.01.21	16	1
2009.01.21	57	5
2009.01.21	36	16
2009.01.21	17	1
2009.01.21	10	3
2009.01.21	58	1
2009.01.21	58	1
2009.01.21	25	1
2009.01.22	18	1
2009.01.22	67	1
2009.01.22	72	1
2009.01.22	31	1
2009.01.22	23	1
2009.01.22	25	1
2009.01.22	37	1
2009.01.22	62	1
2009.01.22	62	1
2009.01.22	43	1
2009.01.22	30	20
2009.01.22	35	1
2009.01.22	22	1
2009.01.22	6	19
2009.01.22	70	1
2009.01.22	64	1
2009.01.23	17	1
2009.01.23	47	1
2009.01.23	17	14
2009.01.23	20	1
2009.01.23	1	1
2009.01.23	35	1
2009.01.23	37	1
2009.01.23	14	1
2009.01.23	25	1
2009.01.23	38	14
2009.01.23	41	1
2009.01.23	55	1
2009.01.23	35	1
2009.01.23	60	8
2009.01.23	30	1
2009.01.23	8	1
2009.01.23	11	8
2009.01.23	21	9
2009.01.23	48	7
2009.01.23	9	1
2009.01.23	57	13
2009.01.23	55	1
2009.01.23	46	1
2009.01.23	45	1
2009.01.23	31	1
2009.01.23	8	1
2009.01.23	8	1
2009.01.23	8	1
2009.01.23	39	1
2009.01.23	22	1
2009.01.23	10	1
2009.01.23	26	1
2009.01.23	57	1
2009.01.23	23	1
2009.01.23	15	1
2009.01.23	66	1
2009.01.23	19	1
2009.01.23	40	1
2009.01.23	59	1
2009.01.23	24	1
2009.01.23	6	1
2009.01.23	53	1
2009.01.23	38	1
2009.01.23	44	1
2009.01.23	5	1
2009.01.24	51	18
2009.01.24	35	1
2009.01.24	24	1
2009.01.24	56	1
2009.01.24	68	1
2009.01.24	30	1
2009.01.24	51	4
2009.01.24	71	20
2009.01.24	17	1
2009.01.24	71	1
2009.01.24	12	1
2009.01.24	12	16
2009.01.24	71	1
2009.01.24	10	1
2009.01.24	49	1
2009.01.24	41	1
2009.01.24	20	18
2009.01.24	8	1
2009.01.24	21	7
2009.01.25	21	1
2009.01.25	52	12
2009.01.25	51	1
2009.01.25	34	1
2009.01.26	55	1
2009.01.26	31	1
2009.01.26	70	1
2009.01.26	34	1
2009.01.26	19	1
2009.01.26	29	1
2009.01.26	42	20
2009.01.26	35	1
2009.01.26	71	1
2009.01.26	33	17
2009.01.26	19	18
2009.01.26	18	1
2009.01.26	45	1
2009.01.26	15	1
2009.01.26	10	1
2009.01.26	15	16
2009.01.26	52	1
2009.01.26	8	1
2009.01.26	6	1
2009.01.26	7	8
2009.01.26	34	1
2009.01.26	25	1
2009.01.26	14	1
2009.01.26	29	1
2009.01.26	62	1
2009.01.26	57	1
2009.01.26	28	1
2009.01.26	17	1
2009.01.26	53	1
2009.01.26	70	12
2009.01.26	52	1
2009.01.26	29	1
2009.01.26	35	1
2009.01.26	20	1
2009.01.26	62	1
2009.01.26	58	1
2009.01.26	53	15
2009.01.26	34	12
2009.01.26	40	1
2009.01.26	53	1
2009.01.26	55	1
2009.01.26	15	7
2009.01.26	69	1
2009.01.26	56	1
2009.01.26	72	15
2009.01.26	66	1
2009.01.26	31	1
2009.01.26	12	9
2009.01.26	25	1
2009.01.26	31	1
2009.01.26	51	1
2009.01.26	72	1
2009.01.26	14	1
2009.01.27	13	1
2009.01.27	37	1
2009.01.27	67	1
2009.01.27	69	1
2009.01.27	29	1
2009.01.27	2	1
2009.01.27	11	1
2009.01.27	58	1
2009.01.27	53	1
2009.01.27	2	1
2009.01.27	28	1
2009.01.27	17	1
2009.01.27	35	7
2009.01.27	2	1
2009.01.27	71	1
2009.01.27	24	1
2009.01.27	27	1
2009.01.27	25	1
2009.01.27	69	1
2009.01.27	42	1
2009.01.27	6	1
2009.01.27	54	1
2009.01.27	2	1
2009.01.27	33	1
2009.01.27	36	1
2009.01.27	42	1
2009.01.27	8	11
2009.01.27	10	1
2009.01.27	10	9
2009.01.27	57	1
2009.01.27	69	1
2009.01.27	57	1
2009.01.27	67	1
2009.01.27	49	1
2009.01.27	58	1
2009.01.27	17	1
2009.01.27	47	1
2009.01.27	48	19
2009.01.27	56	1
2009.01.27	23	1
2009.01.27	12	1
2009.01.27	19	13
2009.01.27	23	1
2009.01.27	55	5
2009.01.27	37	1
2009.01.27	47	1
2009.01.27	63	16
2009.01.27	6	1
2009.01.27	19	1
2009.01.27	67	11
2009.01.27	18	1
2009.01.27	61	1
2009.01.27	71	1
2009.01.27	58	1
2009.01.27	47	1
2009.01.27	27	1
2009.01.27	72	1
2009.01.27	56	10
2009.01.27	32	18
2009.01.27	35	1
2009.01.27	67	1
2009.01.27	52	1
2009.01.27	66	1
2009.01.27	7	6
2009.01.27	49	1
2009.01.27	27	1
2009.01.27	57	1
2009.01.27	41	20
2009.01.27	33	1
2009.01.27	62	1
2009.01.27	32	1
2009.01.27	4	1
2009.01.27	37	1
2009.01.27	52	1
2009.01.27	4	1
2009.01.28	38	1
2009.01.28	35	1
2009.01.28	53	1
2009.01.28	7	1
2009.01.28	52	2
2009.01.28	67	1
2009.01.28	22	1
2009.01.28	35	1
2009.01.28	17	15
2009.01.28	40	4
2009.01.28	18	6
2009.01.29	17	3
2009.01.29	33	3
2009.01.29	32	13
2009.01.29	49	1
2009.01.29	62	1
2009.01.29	15	5
2009.01.30	45	1
2009.01.30	43	1
2009.01.30	21	1
2009.01.30	18	1
2009.01.30	53	5
2009.01.30	20	1
2009.01.30	62	1
2009.01.30	5	1
2009.01.30	23	1
2009.01.31	49	1
2009.01.31	2	7
2009.01.31	69	1
2009.01.31	6	1
2009.01.31	63	1
2009.01.31	26	10
2009.01.31	60	1
2009.01.31	40	1
2009.01.31	10	1
2009.01.31	25	1
2009.01.31	2	1
2009.01.31	68	1
2009.01.31	53	1
2009.01.31	55	1
2009.01.31	62	1
2009.01.31	15	1
2009.01.31	22	1
2009.01.31	65	4
2009.01.31	26	1
2009.01.31	57	1
2009.01.31	67	1
2009.01.31	65	1
2009.01.31	46	1
2009.01.31	44	17
2009.01.31	58	1
2009.01.31	44	2
2009.01.31	42	1
2009.01.31	20	1
2009.01.31	11	6
2009.02.01	43	1
2009.02.02	1	1
2009.02.02	53	1
2009.02.02	47	1
2009.02.02	21	1
2009.02.02	44	18
2009.02.02	23	1
2009.02.02	26	18
2009.02.02	35	1
2009.02.02	61	8
2009.02.02	47	5
2009.02.02	12	18
2009.02.02	6	1
2009.02.02	67	11
2009.02.02	21	1
2009.02.02	71	1
2009.02.02	52	1
2009.02.02	18	1
2009.02.02	36	4
2009.02.02	31	1
2009.02.02	61	1
2009.02.02	45	1
2009.02.02	53	1
2009.02.02	1	1
2009.02.03	23	12
2009.02.03	23	1
2009.02.03	46	1
2009.02.03	61	1
2009.02.03	48	4
2009.02.03	44	1
2009.02.03	44	1
2009.02.03	28	1
2009.02.03	39	1
2009.02.03	12	1
2009.02.03	44	16
2009.02.03	56	1
2009.02.03	58	1
2009.02.03	63	9
2009.02.03	5	3
2009.02.03	22	1
2009.02.03	6	1
2009.02.03	16	1
2009.02.03	7	4
2009.02.03	43	1
2009.02.04	25	1
2009.02.04	23	1
2009.02.04	5	1
2009.02.04	38	1
2009.02.04	9	1
2009.02.04	45	1
2009.02.05	42	1
2009.02.05	70	1
2009.02.05	7	1
2009.02.05	55	1
2009.02.06	59	19
2009.02.06	9	1
2009.02.06	53	1
2009.02.06	45	3
2009.02.06	36	13
2009.02.06	53	1
2009.02.06	8	1
2009.02.06	49	16
2009.02.06	63	1
2009.02.06	33	1
2009.02.06	42	1
2009.02.06	68	1
2009.02.06	16	19
2009.02.06	61	1
2009.02.06	9	1
2009.02.06	28	9
2009.02.06	31	1
2009.02.06	8	4
2009.02.06	51	1
2009.02.06	18	1
2009.02.06	44	10
2009.02.06	44	1
2009.02.06	11	4
2009.02.06	34	1
2009.02.07	4	19
2009.02.07	28	1
2009.02.07	68	17
2009.02.07	11	1
2009.02.07	38	6
2009.02.07	18	1
2009.02.07	27	1
2009.02.07	26	18
2009.02.07	6	1
2009.02.07	12	1
2009.02.07	72	1
2009.02.07	61	1
2009.02.07	59	1
2009.02.07	50	3
2009.02.07	53	5
2009.02.07	16	1
2009.02.07	29	1
2009.02.07	41	11
2009.02.07	35	1
2009.02.07	12	1
2009.02.07	36	1
2009.02.07	7	1
2009.02.07	30	1
2009.02.07	72	1
2009.02.07	53	1
2009.02.07	27	19
2009.02.07	56	1
2009.02.07	8	1
2009.02.07	10	1
2009.02.07	35	1
2009.02.07	11	1
2009.02.07	14	1
2009.02.07	50	1
2009.02.07	43	1
2009.02.07	27	1
2009.02.07	17	10
2009.02.07	6	1
2009.02.07	36	14
2009.02.07	15	1
2009.02.07	29	13
2009.02.07	16	1
2009.02.07	61	15
2009.02.07	35	1
2009.02.07	53	1
2009.02.07	47	12
2009.02.07	68	1
2009.02.07	16	1
2009.02.07	51	1
2009.02.07	57	1
2009.02.07	7	1
2009.02.07	47	1
2009.02.07	15	1
2009.02.07	15	1
2009.02.07	18	1
2009.02.07	49	1
2009.02.07	42	2
2009.02.07	9	1
2009.02.07	1	12
2009.02.07	53	19
2009.02.07	51	1
2009.02.07	5	1
2009.02.07	32	1
2009.02.07	6	1
2009.02.07	31	14
2009.02.07	61	1
2009.02.07	62	1
2009.02.07	15	6
2009.02.07	48	1
2009.02.07	36	1
2009.02.08	12	1
2009.02.08	4	1
2009.02.08	42	10
2009.02.08	40	1
2009.02.08	7	1
2009.02.08	31	1
2009.02.08	16	1
2009.02.08	10	1
2009.02.08	61	10
2009.02.08	23	1
2009.02.08	27	1
2009.02.08	55	1
2009.02.08	35	11
2009.02.08	35	1
2009.02.09	5	1
2009.02.09	14	1
2009.02.09	39	1
2009.02.09	41	1
2009.02.09	51	1
2009.02.09	28	1
2009.02.09	59	1
2009.02.09	26	1
2009.02.09	72	1
2009.02.09	39	4
2009.02.09	17	1
2009.02.09	47	1
2009.02.09	3	1
2009.02.09	34	1
2009.02.09	9	14
2009.02.10	62	1
2009.02.10	47	1
2009.02.10	52	1
2009.02.11	33	1
2009.02.11	15	1
2009.02.11	64	18
2009.02.11	44	1
2009.02.11	50	4
2009.02.11	44	1
2009.02.11	30	17
2009.02.11	49	1
2009.02.12	24	1
2009.02.12	49	1
2009.02.12	25	1
2009.02.13	28	1
2009.02.13	18	1
2009.02.13	13	1
2009.02.13	8	1
2009.02.13	48	1
2009.02.13	49	2
2009.02.13	37	1
2009.02.13	34	1
2009.02.13	1	14
2009.02.13	33	8
2009.02.13	57	1
2009.02.13	52	1
2009.02.13	29	1
2009.02.13	61	19
2009.02.13	2	1
2009.02.13	40	1
2009.02.13	55	3
2009.02.13	53	5
2009.02.13	3	1
2009.02.13	55	8
2009.02.13	65	1
2009.02.13	18	14
2009.02.13	66	1
2009.02.13	72	7
2009.02.13	15	1
2009.02.13	59	1
2009.02.13	46	1
2009.02.13	55	1
2009.02.13	37	19
2009.02.13	64	1
2009.02.13	15	1
2009.02.13	30	5
2009.02.14	69	1
2009.02.14	53	1
2009.02.14	27	9
2009.02.14	11	1
2009.02.14	11	1
2009.02.15	29	1
2009.02.15	66	1
2009.02.15	11	1
2009.02.15	35	2
2009.02.15	40	1
2009.02.15	70	1
2009.02.15	40	1
2009.02.15	45	1
2009.02.15	34	1
2009.02.15	19	1
2009.02.15	37	1
2009.02.15	52	1
2009.02.15	43	1
2009.02.15	2	1
2009.02.15	20	1
2009.02.15	2	1
2009.02.15	62	1
2009.02.15	49	1
2009.02.15	52	5
2009.02.15	17	1
2009.02.15	32	9
2009.02.15	66	1
2009.02.15	14	1
2009.02.15	1	1
2009.02.15	31	10
2009.02.15	34	1
2009.02.15	34	1
2009.02.15	26	1
2009.02.15	50	1
2009.02.15	7	1
2009.02.15	17	1
2009.02.15	13	1
2009.02.15	68	12
2009.02.15	66	3
2009.02.15	33	1
2009.02.15	31	1
2009.02.15	28	1
2009.02.15	4	1
2009.02.15	42	1
2009.02.15	39	1
2009.02.15	23	1
2009.02.15	27	6
2009.02.15	64	2
2009.02.15	30	1
2009.02.15	20	6
2009.02.15	57	15
2009.02.15	50	2
2009.02.15	41	16
2009.02.15	27	1
2009.02.15	66	1
2009.02.15	6	14
2009.02.15	48	15
2009.02.15	54	1
2009.02.15	8	1
2009.02.15	4	1
2009.02.15	8	1
2009.02.15	68	18
2009.02.15	29	1
2009.02.15	71	1
2009.02.15	10	1
2009.02.15	41	1
2009.02.15	67	19
2009.02.15	39	1
2009.02.15	24	13
2009.02.15	63	1
2009.02.15	6	1
2009.02.15	42	1
2009.02.15	24	1
2009.02.15	27	1
2009.02.15	20	1
2009.02.15	16	1
2009.02.15	1	1
2009.02.15	28	1
2009.02.15	45	6
2009.02.15	30	1
2009.02.15	64	1
2009.02.15	29	1
2009.02.15	45	1
2009.02.15	61	1
2009.02.15	65	1
2009.02.15	7	1
2009.02.15	9	1
2009.02.15	25	1
2009.02.15	21	1
2009.02.15	14	1
2009.02.15	7	1
2009.02.15	3	1
2009.02.15	49	1
2009.02.15	51	1
2009.02.15	71	1
2009.02.15	19	1
2009.02.15	8	1
2009.02.15	29	1
2009.02.15	69	1
2009.02.15	34	1
2009.02.15	72	17
2009.02.15	43	1
2009.02.16	9	1
2009.02.16	10	1
2009.02.16	12	1
2009.02.16	14	1
2009.02.16	24	1
2009.02.16	7	1
2009.02.16	38	7
2009.02.16	66	1
2009.02.16	30	1
2009.02.16	65	1
2009.02.16	18	1
2009.02.16	1	4
2009.02.16	25	1
2009.02.16	29	1
2009.02.16	24	1
2009.02.16	68	1
2009.02.17	63	5
2009.02.17	57	1
2009.02.18	61	1
2009.02.18	24	1
2009.02.18	41	1
2009.02.18	69	20
2009.02.18	59	1
2009.02.18	21	1
2009.02.18	57	14
2009.02.18	57	11
2009.02.19	70	1
2009.02.19	11	1
2009.02.19	13	1
2009.02.19	22	12
2009.02.19	35	1
2009.02.19	48	1
2009.02.19	63	1
2009.02.19	42	1
2009.02.19	4	1
2009.02.19	61	1
2009.02.19	63	1
2009.02.19	56	1
2009.02.19	12	1
2009.02.19	21	9
2009.02.19	36	7
2009.02.19	59	1
2009.02.19	63	1
2009.02.19	23	1
2009.02.19	71	1
2009.02.19	64	1
2009.02.19	32	4
2009.02.19	7	1
2009.02.20	64	1
2009.02.20	72	1
2009.02.20	59	1
2009.02.20	26	1
2009.02.20	20	1
2009.02.21	61	1
2009.02.21	59	1
2009.02.21	38	6
2009.02.21	68	17
2009.02.22	37	1
2009.02.22	48	1
2009.02.22	2	1
2009.02.22	38	1
2009.02.22	45	1
2009.02.22	67	1
2009.02.22	17	1
2009.02.22	69	1
2009.02.22	34	1
2009.02.22	23	6
2009.02.22	60	1
2009.02.22	36	5
2009.02.22	38	1
2009.02.22	68	1
2009.02.22	61	13
2009.02.22	5	1
2009.02.22	37	1
2009.02.22	49	1
2009.02.22	11	1
